NAME,SCHOOL_BOARD,MUN,LATITUDE,LONGITUDE,SCHOOL_TYPE,2013 RATING,2014 RATING,2015 RATING,2016 RATING,2017 RATING,INCOME,INCOME_BINS
MOUNTVIEW ALTERNATIVE JUNIOR SCHOOL,EP,former Toronto,43.6575160553,-79.4615998374,ELEMENTARY,8.5,7.9,7.9,7.2,7.8,54464.0,2
NORTH BENDALE JUNIOR PUBLIC SCHOOL,EP,Scarborough,43.7704623176,-79.2476396688,ELEMENTARY,4.7,4.2,4.6,4.8,7.5,81664.0,4
NORTHERN SECONDARY SCHOOL,EP,former Toronto,43.7105456904,-79.3901675389,SECONDARY,7.4,7.5,7.3,7.5,7.6,42880.0,2
OUR LADY OF FATIMA CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.7101685372,-79.2936190562,ELEMENTARY,6.4,6.4,6.4,6.4,5.4,76288.0,3
PARKDALE JUNIOR & SENIOR PUBLIC SCHOOL,EP,former Toronto,43.6431958671,-79.4368018278,SECONDARY,5.4,3.9,4.1,6.2,5.3,18016.0,0
PRINCE OF PEACE CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.8253976827,-79.2789475262,ELEMENTARY,9.0,8.7,8.9,8.9,8.4,92032.0,4
AFRICENTRIC ALTERNATIVE SCHOOL,EP,North York,43.7454329485,-79.488263932,ELEMENTARY,7.9,3.4,5.7,5.7,3.0,55328.0,2
BLYTHWOOD JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.7199400886,-79.389508951,ELEMENTARY,9.3,9.5,9.3,9.1,9.8,423936.0,10
BROOKMILL BOULEVARD JUNIOR PUBLIC SCHOOL,EP,Scarborough,43.8012289962,-79.3148712331,ELEMENTARY,8.7,7.9,8.7,9.5,8.0,65792.0,3
ST SYLVESTER CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.8053669982,-79.302249616,ELEMENTARY,7.9,7.0,7.5,7.5,9.1,62848.0,3
ST TERESA CATHOLIC ELEMENTARY SCHOOL,ES,Etobicoke,43.5993071274,-79.5090628039,ELEMENTARY,8.0,6.0,7.0,7.0,5.3,53760.0,2
ST THERESA SHRINE CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.7156464589,-79.2424787861,ELEMENTARY,5.7,4.7,5.2,5.2,6.1,90880.0,4
ST THOMAS AQUINAS CATHOLIC ELEMENTARY SCHOOL,ES,York,43.695898292,-79.4457470416,ELEMENTARY,5.4,4.8,5.1,5.1,6.1,42624.0,2
ST THOMAS MORE CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.7787119408,-79.2254580875,ELEMENTARY,6.0,6.9,6.5,6.5,6.5,86784.0,4
ST TIMOTHY CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7751617726,-79.3513657442,ELEMENTARY,7.1,6.7,6.9,6.9,5.2,59136.0,2
ST URSULA CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.749792209,-79.199660401,ELEMENTARY,6.0,6.8,6.4,6.4,5.6,116139.0,5
ST VICTOR CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.7690657622,-79.2591085763,ELEMENTARY,7.5,7.3,7.4,7.4,5.6,76416.0,3
ST VINCENT DE PAUL CATHOLIC ELEMENTARY SCHOOL,ES,former Toronto,43.6468378426,-79.4479262725,ELEMENTARY,8.6,7.6,8.1,8.1,8.1,95488.0,4
ST WILFRID CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.759916877,-79.502554305,ELEMENTARY,6.1,6.2,6.2,6.2,5.4,38784.0,1
STELLA MARIS CATHOLIC ELEMENTARY SCHOOL,ES,former Toronto,43.6796593255,-79.4452194022,ELEMENTARY,6.8,6.9,6.9,6.9,6.7,50731.0,2
STEPHEN LEACOCK COLLEGIATE INSTITUTE,EP,Scarborough,43.785203437,-79.300856892,SECONDARY,5.6,5.6,5.0,5.6,6.7,55936.0,2
SUMMIT HEIGHTS PUBLIC SCHOOL,EP,North York,43.7413303735,-79.4300402004,ELEMENTARY,9.1,9.3,9.2,9.3,8.9,184832.0,9
ST MATTHEW CATHOLIC ELEMENTARY SCHOOL,ES,York,43.6806788186,-79.4679461381,ELEMENTARY,5.7,6.4,6.1,6.1,4.7,62208.0,3
